departure_time,destination,delay,station_name
2020-11-16 12:28:00,Flughafen München,0,Laim
2020-11-16 15:25:00,Flughafen München,0,Herrsching
2020-11-16 12:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 13:16:00,Flughafen München,1,Freiham
2020-11-16 13:26:00,Flughafen München,1,Leuchtenbergring
2020-11-16 13:22:00,Flughafen München,0,Ismaning
2020-11-16 14:23:00,Flughafen München,1,Gilching-Argelsried
2020-11-16 14:37:00,Flughafen München,1,Weßling
2020-11-16 12:24:00,Flughafen München,0,Ostbahnhof München
2020-11-16 13:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 14:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 14:53:00,Flughafen München,1,Steinebach
2020-11-16 12:40:00,Flughafen München,0,Isartor
2020-11-16 12:50:00,Flughafen München,0,Hirschgarten
2020-11-16 12:39:00,Flughafen München,0,Marienplatz
2020-11-16 13:35:00,Flughafen München,0,Johanneskirchen
2020-11-16 12:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 13:00:00,Flughafen München,1,Westkreuz
2020-11-16 13:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 14:30:00,Flughafen München,0,Hallbergmoos
2020-11-16 17:13:00,Flughafen München,2,Englschalking
2020-11-16 12:53:00,Flughafen München,0,Hackerbrücke
2020-11-16 15:41:00,Flughafen München,2,Neugilching
2020-11-16 12:35:00,Flughafen München,0,Hauptbahnhof
2020-11-16 14:18:00,Flughafen München,0,Unterföhring
2020-11-16 14:58:00,Flughafen München,1,Neuaubing
2020-11-16 17:18:00,Flughafen München,0,Neuaubing
2020-11-16 12:37:00,Flughafen München,0,Karlsplatz
2020-11-16 15:45:00,Flughafen München,0,Herrsching
2020-11-16 12:45:00,Flughafen München,0,Pasing
2020-11-16 14:57:00,Flughafen München,1,Weßling
2020-11-16 17:25:00,Flughafen München,0,Geisenbrunn
2020-11-16 12:48:00,Flughafen München,0,Laim
2020-11-16 12:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 17:33:00,Flughafen München,0,Englschalking
2020-11-16 12:45:00,Flughafen München,0,Geisenbrunn
2020-11-16 12:44:00,Flughafen München,3,Ostbahnhof München
2020-11-16 13:42:00,Flughafen München,0,Ismaning
2020-11-16 13:46:00,Flughafen München,0,Leuchtenbergring
2020-11-16 14:50:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 15:13:00,Flughafen München,1,Steinebach
2020-11-16 17:31:00,Flughafen München,1,Daglfing
2020-11-16 13:00:00,Flughafen München,0,Isartor
2020-11-16 13:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 13:02:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 13:36:00,Flughafen München,1,Freiham
2020-11-16 14:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 14:43:00,Flughafen München,5,Gilching-Argelsried
2020-11-16 13:13:00,Flughafen München,0,Hackerbrücke
2020-11-16 12:59:00,Flughafen München,0,Marienplatz
2020-11-16 14:48:00,Flughafen München,0,Hallbergmoos
2020-11-16 13:10:00,Flughafen München,0,Hirschgarten
2020-11-16 12:58:00,Flughafen München,2,Unterföhring
2020-11-16 12:55:00,Flughafen München,0,Hauptbahnhof
2020-11-16 13:20:00,Flughafen München,0,Westkreuz
2020-11-16 13:55:00,Flughafen München,0,Johanneskirchen
2020-11-18 07:28:00,Flughafen München,0,Laim
2020-11-16 12:57:00,Flughafen München,0,Karlsplatz
2020-11-16 14:38:00,Flughafen München,0,Unterföhring
2020-11-16 16:05:00,Flughafen München,0,Herrsching
2020-11-16 16:01:00,Flughafen München,1,Neugilching
2020-11-16 17:45:00,Flughafen München,0,Geisenbrunn
2020-11-16 13:08:00,Flughafen München,0,Laim
2020-11-16 13:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 13:05:00,Flughafen München,0,Pasing
2020-11-16 14:02:00,Flughafen München,0,Ismaning
2020-11-16 15:18:00,Flughafen München,1,Neuaubing
2020-11-16 16:34:00,Flughafen München,1,Harthaus
2020-11-23 09:24:00,Flughafen München,0,Ostbahnhof München
2020-11-16 13:04:00,Flughafen München,3,Ostbahnhof München
2020-11-16 13:05:00,Flughafen München,3,Geisenbrunn
2020-11-16 13:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 15:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 15:33:00,Flughafen München,1,Steinebach
2020-11-16 17:18:00,Flughafen München,2,Unterföhring
2020-11-16 17:53:00,Flughafen München,1,Englschalking
2020-11-16 17:51:00,Flughafen München,2,Daglfing
2020-11-16 13:20:00,Flughafen München,0,Isartor
2020-11-16 13:40:00,Flughafen München,0,Westkreuz
2020-11-16 13:19:00,Flughafen München,0,Marienplatz
2020-11-16 13:22:00,Flughafen München,1,Rosenheimer Platz
2020-11-16 13:56:00,Flughafen München,1,Freiham
2020-11-16 14:15:00,Flughafen München,0,Johanneskirchen
2020-11-16 14:06:00,Flughafen München,7,Leuchtenbergring
2020-11-16 15:03:00,Flughafen München,2,Gilching-Argelsried
2020-11-16 15:08:00,Flughafen München,1,Hallbergmoos
2020-11-16 13:33:00,Flughafen München,0,Hackerbrücke
2020-11-16 13:30:00,Flughafen München,0,Hirschgarten
2020-11-16 13:15:00,Flughafen München,1,Hauptbahnhof
2020-11-16 14:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 14:58:00,Flughafen München,3,Unterföhring
2020-11-16 15:17:00,Flughafen München,1,Weßling
2020-11-16 13:17:00,Flughafen München,0,Karlsplatz
2020-11-16 16:25:00,Flughafen München,0,Herrsching
2020-11-16 13:25:00,Flughafen München,0,Pasing
2020-11-16 15:37:00,Flughafen München,2,Weßling
2020-11-16 13:28:00,Flughafen München,0,Laim
2020-11-16 15:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 13:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 14:22:00,Flughafen München,1,Ismaning
2020-11-16 14:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 13:38:00,Flughafen München,0,Neuaubing
2020-11-16 14:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 15:53:00,Flughafen München,1,Steinebach
2020-11-16 18:13:00,Flughafen München,5,Englschalking
2020-11-16 18:05:00,Flughafen München,0,Geisenbrunn
2020-11-16 13:40:00,Flughafen München,0,Isartor
2020-11-16 14:35:00,Flughafen München,0,Johanneskirchen
2020-11-16 13:39:00,Flughafen München,0,Marienplatz
2020-11-16 13:53:00,Flughafen München,0,Hackerbrücke
2020-11-16 13:24:00,Flughafen München,1,Ostbahnhof München
2020-11-16 13:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 14:16:00,Flughafen München,3,Freiham
2020-11-16 16:21:00,Flughafen München,2,Neugilching
2020-11-16 13:50:00,Flughafen München,0,Hirschgarten
2020-11-16 13:37:00,Flughafen München,0,Karlsplatz
2020-11-16 13:35:00,Flughafen München,0,Hauptbahnhof
2020-11-16 15:23:00,Flughafen München,1,Gilching-Argelsried
2020-11-16 15:38:00,Flughafen München,0,Neuaubing
2020-11-16 13:45:00,Flughafen München,0,Pasing
2020-11-16 14:26:00,Flughafen München,0,Leuchtenbergring
2020-11-16 15:30:00,Flughafen München,0,Hallbergmoos
2020-11-16 14:42:00,Flughafen München,0,Ismaning
2020-11-16 13:48:00,Flughafen München,1,Laim
2020-11-16 13:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 13:37:00,Flughafen München,1,Weßling
2020-11-16 13:44:00,Flughafen München,0,Ostbahnhof München
2020-11-16 14:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 18:25:00,Flughafen München,0,Geisenbrunn
2020-11-16 16:13:00,Flughafen München,3,Steinebach
2020-11-16 18:33:00,Flughafen München,3,Englschalking
2020-11-16 18:31:00,Flughafen München,4,Daglfing
2020-11-16 13:59:00,Flughafen München,0,Marienplatz
2020-11-16 14:00:00,Flughafen München,0,Isartor
2020-11-16 14:02:00,Flughafen München,1,Rosenheimer Platz
2020-11-16 14:36:00,Flughafen München,0,Freiham
2020-11-16 16:54:00,Flughafen München,1,Harthaus
2020-11-16 15:13:00,Flughafen München,1,Flughafen Besucherpark
2020-11-16 16:45:00,Flughafen München,0,Herrsching
2020-11-16 14:13:00,Flughafen München,0,Hackerbrücke
2020-11-16 13:55:00,Flughafen München,0,Hauptbahnhof
2020-11-16 14:10:00,Flughafen München,0,Hirschgarten
2020-11-16 14:20:00,Flughafen München,7,Westkreuz
2020-11-16 14:55:00,Flughafen München,3,Johanneskirchen
2020-11-16 15:18:00,Flughafen München,1,Unterföhring
2020-11-16 15:02:00,Flughafen München,2,Ismaning
2020-11-16 15:57:00,Flughafen München,2,Weßling
2020-11-16 16:41:00,Flughafen München,6,Neugilching
2020-11-16 13:57:00,Flughafen München,0,Karlsplatz
2020-11-16 17:05:00,Flughafen München,0,Herrsching
2020-11-16 14:00:00,Flughafen München,0,Westkreuz
2020-11-16 15:43:00,Flughafen München,5,Gilching-Argelsried
2020-11-16 23:02:00,Flughafen München,5,Ismaning
2020-11-16 14:08:00,Flughafen München,0,Laim
2020-11-16 14:05:00,Flughafen München,0,Pasing
2020-11-17 17:05:00,Flughafen München,0,Pasing
2020-11-16 16:33:00,Flughafen München,2,Steinebach
2020-11-16 14:46:00,Flughafen München,3,Leuchtenbergring
2020-11-16 18:51:00,Flughafen München,2,Daglfing
2020-11-16 14:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 14:04:00,Flughafen München,1,Ostbahnhof München
2020-11-16 14:51:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-16 14:56:00,Flughafen München,0,Freiham
2020-11-16 18:45:00,Flughafen München,0,Geisenbrunn
2020-11-16 18:53:00,Flughafen München,2,Englschalking
2020-11-16 14:20:00,Flughafen München,0,Isartor
2020-11-16 14:19:00,Flughafen München,0,Marienplatz
2020-11-16 15:38:00,Flughafen München,0,Unterföhring
2020-11-16 15:48:00,Flughafen München,0,Hallbergmoos
2020-11-16 14:22:00,Flughafen München,0,Rosenheimer Platz
2020-11-16 14:40:00,Flughafen München,0,Westkreuz
2020-11-16 14:30:00,Flughafen München,4,Hirschgarten
2020-11-16 15:15:00,Flughafen München,1,Johanneskirchen
2020-11-16 14:15:00,Flughafen München,0,Hauptbahnhof
2020-11-16 14:17:00,Flughafen München,0,Karlsplatz
2020-11-16 17:25:00,Flughafen München,0,Herrsching
2020-11-16 15:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 14:25:00,Flughafen München,6,Pasing
2020-11-16 15:16:00,Flughafen München,3,Freiham
2020-11-16 16:03:00,Flughafen München,2,Gilching-Argelsried
2020-11-16 19:11:00,Flughafen München,0,Daglfing
2020-11-16 15:06:00,Flughafen München,0,Leuchtenbergring
2020-11-16 15:11:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 15:22:00,Flughafen München,1,Ismaning
2020-11-16 16:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 16:17:00,Flughafen München,3,Weßling
2020-11-16 19:13:00,Flughafen München,0,Englschalking
2020-11-16 19:05:00,Flughafen München,0,Geisenbrunn
2020-11-16 14:24:00,Flughafen München,0,Ostbahnhof München
2020-11-16 15:53:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 14:32:00,Flughafen München,4,Donnersbergerbrücke
2020-11-16 14:28:00,Flughafen München,4,Laim
2020-11-16 14:40:00,Flughafen München,3,Isartor
2020-11-16 17:14:00,Flughafen München,0,Harthaus
2020-11-16 16:53:00,Flughafen München,3,Steinebach
2020-11-16 14:39:00,Flughafen München,2,Marienplatz
2020-11-16 15:35:00,Flughafen München,2,Johanneskirchen
2020-11-16 14:42:00,Flughafen München,4,Rosenheimer Platz
2020-11-16 15:00:00,Flughafen München,1,Westkreuz
2020-11-16 16:08:00,Flughafen München,0,Hallbergmoos
2020-11-16 17:01:00,Flughafen München,2,Neugilching
2020-11-16 16:50:00,Flughafen München,2,Seefeld-Hechendorf
2020-11-16 15:36:00,Flughafen München,1,Freiham
2020-11-16 14:37:00,Flughafen München,3,Karlsplatz
2020-11-16 14:34:00,Flughafen München,3,Hackerbrücke
2020-11-16 14:53:00,Flughafen München,0,Hackerbrücke
2020-11-16 14:50:00,Flughafen München,0,Hirschgarten
2020-11-16 14:35:00,Flughafen München,2,Hauptbahnhof
2020-11-16 16:18:00,Flughafen München,1,Neuaubing
2020-11-16 14:45:00,Flughafen München,0,Pasing
2020-11-16 15:26:00,Flughafen München,3,Leuchtenbergring
2020-11-16 14:48:00,Flughafen München,0,Laim
2020-11-16 19:05:00,Flughafen München,0,Herrsching
2020-11-16 19:33:00,Flughafen München,0,Englschalking
2020-11-16 15:42:00,Flughafen München,0,Ismaning
2020-11-16 17:13:00,Flughafen München,1,Steinebach
2020-11-16 16:55:00,Flughafen München,1,Johanneskirchen
2020-11-16 19:31:00,Flughafen München,1,Daglfing
2020-11-16 14:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 15:31:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-16 16:37:00,Flughafen München,3,Weßling
2020-11-16 17:21:00,Flughafen München,0,Neugilching
2020-11-16 19:25:00,Flughafen München,0,Geisenbrunn
2020-11-16 15:00:00,Flughafen München,0,Isartor
2020-11-16 14:44:00,Flughafen München,3,Ostbahnhof München
2020-11-16 14:59:00,Flughafen München,0,Marienplatz
2020-11-16 17:45:00,Flughafen München,0,Herrsching
2020-11-16 15:02:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 15:20:00,Flughafen München,0,Westkreuz
2020-11-16 16:13:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 16:18:00,Flughafen München,2,Unterföhring
2020-11-16 14:55:00,Flughafen München,1,Hauptbahnhof
2020-11-16 15:13:00,Flughafen München,0,Hackerbrücke
2020-11-16 14:57:00,Flughafen München,0,Karlsplatz
2020-11-16 22:56:00,Flughafen München,0,Freiham
2020-11-16 15:10:00,Flughafen München,0,Hirschgarten
2020-11-16 18:05:00,Flughafen München,0,Herrsching
2020-11-19 04:38:00,Flughafen München,0,Neuaubing
2020-11-16 15:08:00,Flughafen München,0,Laim
2020-11-16 17:10:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-16 16:30:00,Flughafen München,0,Hallbergmoos
2020-11-16 17:33:00,Flughafen München,0,Steinebach
2020-11-16 19:51:00,Flughafen München,0,Daglfing
2020-11-16 15:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 16:00:00,Flughafen München,1,Isartor
2020-11-16 19:53:00,Flughafen München,0,Englschalking
2020-11-16 15:04:00,Flughafen München,0,Ostbahnhof München
2020-11-16 17:34:00,Flughafen München,0,Harthaus
2020-11-16 19:45:00,Flughafen München,0,Geisenbrunn
2020-11-16 15:05:00,Flughafen München,0,Pasing
2020-11-16 15:20:00,Flughafen München,0,Isartor
2020-11-16 15:55:00,Flughafen München,0,Johanneskirchen
2020-11-16 16:38:00,Flughafen München,2,Unterföhring
2020-11-16 17:41:00,Flughafen München,0,Neugilching
2020-11-18 12:13:00,Flughafen München,0,Englschalking
2020-11-16 15:19:00,Flughafen München,0,Marienplatz
2020-11-16 15:22:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 15:40:00,Flughafen München,0,Westkreuz
2020-11-16 16:15:00,Flughafen München,2,Johanneskirchen
2020-11-16 16:43:00,Flughafen München,7,Gilching-Argelsried
2020-11-16 15:17:00,Flughafen München,0,Karlsplatz
2020-11-16 15:15:00,Flughafen München,1,Hauptbahnhof
2020-11-16 16:06:00,Flughafen München,5,Leuchtenbergring
2020-11-16 16:57:00,Flughafen München,3,Weßling
2020-11-16 16:35:00,Flughafen München,1,Flughafen Besucherpark
2020-11-17 11:05:00,Flughafen München,0,Herrsching
2020-11-16 15:33:00,Flughafen München,0,Hackerbrücke
2020-11-16 15:30:00,Flughafen München,0,Hirschgarten
2020-11-16 16:22:00,Flughafen München,1,Ismaning
2020-11-16 16:20:00,Flughafen München,3,Westkreuz
2020-11-16 16:16:00,Flughafen München,2,Freiham
2020-11-16 15:25:00,Flughafen München,0,Pasing
2020-11-16 16:48:00,Flughafen München,1,Hallbergmoos
2020-11-16 17:30:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 20:11:00,Flughafen München,3,Daglfing
2020-11-16 15:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 20:05:00,Flughafen München,0,Geisenbrunn
2020-11-16 15:28:00,Flughafen München,0,Laim
2020-11-16 15:24:00,Flughafen München,3,Ostbahnhof München
2020-11-16 17:03:00,Flughafen München,3,Gilching-Argelsried
2020-11-16 15:46:00,Flughafen München,1,Leuchtenbergring
2020-11-16 17:53:00,Flughafen München,1,Steinebach
2020-11-16 20:13:00,Flughafen München,3,Englschalking
2020-11-16 18:25:00,Flughafen München,0,Herrsching
2020-11-16 15:40:00,Flughafen München,0,Isartor
2020-11-16 16:58:00,Flughafen München,2,Unterföhring
2020-11-16 16:35:00,Flughafen München,1,Johanneskirchen
2020-11-16 16:58:00,Flughafen München,0,Neuaubing
2020-11-16 15:39:00,Flughafen München,0,Marienplatz
2020-11-16 15:42:00,Flughafen München,3,Rosenheimer Platz
2020-11-16 15:59:00,Flughafen München,1,Marienplatz
2020-11-16 16:11:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-16 18:01:00,Flughafen München,0,Neugilching
2020-11-16 15:37:00,Flughafen München,0,Karlsplatz
2020-11-16 21:10:00,Flughafen München,0,Hirschgarten
2020-11-16 15:53:00,Flughafen München,2,Hackerbrücke
2020-11-16 17:37:00,Flughafen München,1,Weßling
2020-11-16 17:54:00,Flughafen München,1,Harthaus
2020-11-16 15:50:00,Flughafen München,0,Hirschgarten
2020-11-16 16:02:00,Flughafen München,0,Ismaning
2020-11-16 16:00:00,Flughafen München,0,Westkreuz
2020-11-16 15:56:00,Flughafen München,0,Freiham
2020-11-16 15:53:00,Flughafen München,0,Englschalking
2020-11-16 15:58:00,Flughafen München,0,Neuaubing
2020-11-16 15:58:00,Flughafen München,0,Unterföhring
2020-11-16 16:26:00,Flughafen München,1,Leuchtenbergring
2020-11-16 15:54:00,Flughafen München,0,Harthaus
2020-11-16 17:23:00,Flughafen München,4,Gilching-Argelsried
2020-11-16 18:41:00,Flughafen München,0,Neugilching
2020-11-16 16:02:00,Flughafen München,5,Rosenheimer Platz
2020-11-16 22:51:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-16 19:25:00,Flughafen München,0,Herrsching
2020-11-16 15:55:00,Flughafen München,3,Hauptbahnhof
2020-11-16 15:57:00,Flughafen München,2,Karlsplatz
2020-11-16 16:31:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-16 22:55:00,Flughafen München,0,Johanneskirchen
2020-11-17 05:33:00,Flughafen München,4,Steinebach
2020-11-16 16:46:00,Flughafen München,4,Leuchtenbergring
2020-11-16 17:30:00,Flughafen München,0,Hallbergmoos
2020-11-17 03:58:00,Flughafen München,0,Unterföhring
2020-11-16 21:13:00,Flughafen München,0,Hackerbrücke
2020-11-16 21:08:00,Flughafen München,0,Laim
2020-11-16 23:42:00,Flughafen München,5,Ismaning
2020-11-17 05:18:00,Flughafen München,0,Neuaubing
2020-11-16 16:13:00,Flughafen München,0,Hackerbrücke
2020-11-16 16:10:00,Flughafen München,0,Hirschgarten
2020-11-16 15:50:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 16:05:00,Flughafen München,2,Geisenbrunn
2020-11-16 17:02:00,Flughafen München,2,Ismaning
2020-11-16 16:56:00,Flughafen München,1,Freiham
2020-11-16 18:33:00,Flughafen München,0,Steinebach
2020-11-16 20:51:00,Flughafen München,3,Daglfing
2020-11-16 16:14:00,Flughafen München,0,Harthaus
2020-11-16 18:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 16:08:00,Flughafen München,0,Laim
2020-11-16 16:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 16:04:00,Flughafen München,5,Ostbahnhof München
2020-11-16 18:34:00,Flughafen München,0,Harthaus
2020-11-16 20:45:00,Flughafen München,3,Geisenbrunn
2020-11-16 16:51:00,Flughafen München,2,Germering-Unterpfaffenhofen
2020-11-16 17:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-16 17:38:00,Flughafen München,0,Neuaubing
2020-11-16 17:38:00,Flughafen München,0,Unterföhring
2020-11-16 19:01:00,Flughafen München,0,Neugilching
2020-11-16 16:20:00,Flughafen München,0,Isartor
2020-11-16 16:05:00,Flughafen München,0,Pasing
2020-11-16 17:15:00,Flughafen München,2,Johanneskirchen
2020-11-16 16:19:00,Flughafen München,0,Marienplatz
2020-11-16 20:44:00,Flughafen München,5,Ostbahnhof München
2020-11-16 16:22:00,Flughafen München,2,Rosenheimer Platz
2020-11-16 16:15:00,Flughafen München,2,Hauptbahnhof
2020-11-16 17:35:00,Flughafen München,0,Flughafen Besucherpark
2020-11-16 16:40:00,Flughafen München,2,Westkreuz
2020-11-16 17:57:00,Flughafen München,1,Weßling
2020-11-16 16:17:00,Flughafen München,1,Karlsplatz
2020-11-16 16:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 17:06:00,Flughafen München,3,Leuchtenbergring
2020-11-16 18:54:00,Flughafen München,0,Harthaus
2020-11-16 16:34:00,Flughafen München,0,Hackerbrücke
2020-11-16 16:30:00,Flughafen München,0,Hirschgarten
2020-11-16 16:23:00,Flughafen München,6,Gilching-Argelsried
2020-11-16 16:36:00,Flughafen München,0,Freiham
2020-11-16 17:16:00,Flughafen München,0,Freiham
2020-11-16 17:22:00,Flughafen München,1,Ismaning
2020-11-16 17:48:00,Flughafen München,0,Hallbergmoos
2020-11-16 18:30:00,Flughafen München,0,Seefeld-Hechendorf
2020-11-16 19:14:00,Flughafen München,0,Harthaus
2020-11-16 16:25:00,Flughafen München,2,Pasing
2020-11-16 16:25:00,Flughafen München,2,Geisenbrunn
2020-11-16 16:28:00,Flughafen München,0,Laim
2020-11-16 17:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-16 16:32:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 16:24:00,Flughafen München,1,Ostbahnhof München
2020-11-16 17:11:00,Flughafen München,1,Germering-Unterpfaffenhofen
2020-11-16 21:05:00,Flughafen München,0,Pasing
2020-11-16 17:58:00,Flughafen München,0,Neuaubing
2020-11-16 17:35:00,Flughafen München,1,Johanneskirchen
2020-11-16 17:58:00,Flughafen München,1,Unterföhring
2020-11-16 21:26:00,Flughafen München,3,Leuchtenbergring
2020-11-16 18:03:00,Flughafen München,0,Gilching-Argelsried
2020-11-16 16:40:00,Flughafen München,0,Isartor
2020-11-16 16:35:00,Flughafen München,0,Hauptbahnhof
2020-11-16 16:42:00,Flughafen München,1,Ismaning
2020-11-16 16:42:00,Flughafen München,4,Rosenheimer Platz
2020-11-16 19:21:00,Flughafen München,0,Neugilching
2020-11-16 16:39:00,Flughafen München,0,Marienplatz
2020-11-16 16:37:00,Flughafen München,0,Karlsplatz
2020-11-16 17:26:00,Flughafen München,1,Leuchtenbergring
2020-11-16 18:08:00,Flughafen München,0,Hallbergmoos
2020-11-16 17:00:00,Flughafen München,1,Westkreuz
2020-11-16 16:38:00,Flughafen München,1,Neuaubing
2020-11-16 20:25:00,Flughafen München,0,Herrsching
2020-11-16 16:50:00,Flughafen München,0,Hirschgarten
2020-11-16 16:53:00,Flughafen München,2,Hackerbrücke
2020-11-16 19:34:00,Flughafen München,0,Harthaus
2020-11-16 17:42:00,Flughafen München,0,Ismaning
2020-11-16 20:53:00,Flughafen München,2,Englschalking
2020-11-16 19:13:00,Flughafen München,0,Steinebach
2020-11-16 16:45:00,Flughafen München,0,Pasing
2020-11-17 04:18:00,Flughafen München,0,Unterföhring
2020-11-16 18:17:00,Flughafen München,1,Weßling
2020-11-16 18:18:00,Flughafen München,0,Neuaubing
2020-11-16 16:52:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 16:53:00,Flughafen München,1,Flughafen Besucherpark
2020-11-16 16:44:00,Flughafen München,4,Ostbahnhof München
2020-11-16 16:48:00,Flughafen München,0,Laim
2020-11-16 17:36:00,Flughafen München,0,Freiham
2020-11-16 19:41:00,Flughafen München,0,Neugilching
2020-11-16 19:54:00,Flughafen München,0,Harthaus
2020-11-16 18:13:00,Flughafen München,1,Flughafen Besucherpark
2020-11-16 18:30:00,Flughafen München,1,Hallbergmoos
2020-11-16 18:18:00,Flughafen München,5,Unterföhring
2020-11-16 18:23:00,Flughafen München,0,Gilching-Argelsried
2020-11-16 17:31:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 17:00:00,Flughafen München,2,Isartor
2020-11-16 17:08:00,Flughafen München,1,Hallbergmoos
2020-11-16 17:55:00,Flughafen München,1,Johanneskirchen
2020-11-16 18:37:00,Flughafen München,1,Weßling
2020-11-16 21:05:00,Flughafen München,0,Herrsching
2020-11-16 20:01:00,Flughafen München,0,Neugilching
2020-11-16 18:38:00,Flughafen München,0,Neuaubing
2020-11-16 21:45:00,Flughafen München,0,Herrsching
2020-11-16 17:13:00,Flughafen München,1,Flughafen Besucherpark
2020-11-16 16:59:00,Flughafen München,2,Marienplatz
2020-11-16 17:02:00,Flughafen München,4,Rosenheimer Platz
2020-11-16 16:55:00,Flughafen München,3,Hauptbahnhof
2020-11-16 20:14:00,Flughafen München,2,Harthaus
2020-11-16 17:10:00,Flughafen München,0,Hirschgarten
2020-11-16 22:25:00,Flughafen München,0,Herrsching
2020-11-16 17:20:00,Flughafen München,0,Westkreuz
2020-11-16 16:57:00,Flughafen München,2,Karlsplatz
2020-11-16 18:38:00,Flughafen München,3,Unterföhring
2020-11-16 17:56:00,Flughafen München,0,Freiham
2020-11-17 08:35:00,Flughafen München,3,Johanneskirchen
2020-11-16 21:31:00,Flughafen München,1,Daglfing
2020-11-16 22:13:00,Flughafen München,0,Englschalking
2020-11-16 22:11:00,Flughafen München,0,Daglfing
2020-11-16 21:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 17:46:00,Flughafen München,2,Leuchtenbergring
2020-11-16 18:02:00,Flughafen München,1,Ismaning
2020-11-16 18:48:00,Flughafen München,2,Hallbergmoos
2020-11-16 18:43:00,Flughafen München,0,Gilching-Argelsried
2020-11-16 19:10:00,Flughafen München,1,Seefeld-Hechendorf
2020-11-16 19:33:00,Flughafen München,1,Steinebach
2020-11-16 17:08:00,Flughafen München,0,Laim
2020-11-16 18:58:00,Flughafen München,0,Neuaubing
2020-11-16 17:51:00,Flughafen München,0,Germering-Unterpfaffenhofen
2020-11-16 17:12:00,Flughafen München,0,Donnersbergerbrücke
2020-11-16 19:18:00,Flughafen München,0,Neuaubing
2020-11-16 18:16:00,Flughafen München,0,Freiham
2020-11-16 18:35:00,Flughafen München,2,Flughafen Besucherpark
2020-11-16 17:05:00,Flughafen München,0,Pasing
2020-11-16 18:57:00,Flughafen München,0,Weßling
2020-11-16 17:11:00,Flughafen München,3,Daglfing
2020-11-16 17:04:00,Flughafen München,3,Ostbahnhof München
2020-11-16 18:15:00,Flughafen München,5,Johanneskirchen
2020-11-17 05:03:00,Flughafen München,1,Gilching-Argelsried
2020-11-16 19:38:00,Flughafen München,0,Neuaubing
2020-11-16 17:20:00,Flughafen München,0,Isartor
2020-11-16 20:41:00,Flughafen München,6,Neugilching
2020-11-16 17:40:00,Flughafen München,4,Westkreuz
2020-11-16 17:22:00,Flughafen München,0,Rosenheimer Platz
2020-11-16 18:58:00,Flughafen München,2,Unterföhring
2020-11-16 17:19:00,Flughafen München,0,Marienplatz
2020-11-16 23:05:00,Flughafen München,0,Herrsching
